zr_conc,runs,reach_fraction_target,mean_time_to_target_seconds,std_time_to_target_seconds,median_time_to_target_seconds,mean_final_entities,mean_simulated_time_seconds,mean_steps_executed,mean_prebound_fraction,mean_prebound_growth_attempts,mean_prebound_growth_successes,mean_prebound_growth_failures,mean_prebound_entities_added,mean_prebound_linkages_formed,mean_prebound_free_growth_site_delta,mean_prebound_ready_pair_delta
3.38305,24,1.0,147.62299492867461,143.52441866521153,100.59286787102816,8.041666666666666,147.62299492867461,23857.375,0.0059403990514164656,352.0833333333333,351.875,0.20833333333333334,703.75,703.75,3870.625,0
22.758707,24,1.0,231.9767072667638,177.58510930354393,240.68476515353595,8.083333333333334,231.9767072667638,33330.833333333336,0.03865581303924074,547.5416666666666,547.1666666666666,0.375,1094.3333333333333,1094.3333333333333,6018.833333333333,0
42.134365,24,1.0,172.40874750571015,115.81254331321061,145.5883713821728,8.041666666666666,172.40874750571015,27933.791666666668,0.06929835008488801,406.4583333333333,406.25,0.20833333333333334,812.5,812.5,4468.75,0
61.510022,24,1.0,211.96970263498045,140.85140628128093,191.68125390787287,8.083333333333334,211.96970263498045,32914.041666666664,0.098057935993716,493.5416666666667,493.2083333333333,0.3333333333333333,986.4166666666666,986.4166666666666,5425.291666666667,0
80.885679,24,1.0,256.52947192678505,264.2606394610327,169.77097069819575,8,256.52947192678505,34575.208333333336,0.12510210163636168,577.75,577.375,0.375,1154.75,1154.75,6351.125,0
100.261336,24,1.0,202.33054520363004,142.90417898625057,188.9175866319734,8.041666666666666,202.33054520363004,37126.333333333336,0.1505791683303774,461,460.875,0.125,921.75,921.75,5069.625,0
119.636994,24,1.0,336.0061095159407,430.14245040520166,182.4713410702518,8,336.0061095159407,49921.708333333336,0.17462091436286986,748.4583333333334,748,0.4583333333333333,1496,1496,8228,0
139.012651,24,1.0,295.2359597639812,244.57769042379428,227.75003975449977,8.041666666666666,295.2359597639812,49746.041666666664,0.19734480441776123,654.5416666666666,654.0833333333334,0.4583333333333333,1308.1666666666667,1308.1666666666667,7194.916666666667,0
158.388308,24,1.0,350.91957549162447,409.02834336640683,223.5875623300608,8.041666666666666,350.91957549162447,51037.791666666664,0.2188558802503477,763.1666666666666,762.8333333333334,0.3333333333333333,1525.6666666666667,1525.6666666666667,8391.166666666666,0
177.763965,24,1.0,462.2698477364598,520.9112379179683,289.10119369340333,8.083333333333334,462.2698477364598,66049.83333333333,0.23924835027658972,984.3333333333334,984.0416666666666,0.2916666666666667,1968.0833333333333,1968.0833333333333,10824.458333333334,0
197.139623,24,1.0,379.75766069157686,290.93162194274123,302.9633559356268,8,379.75766069157686,62820.916666666664,0.25860694794688704,817.25,816.4583333333334,0.7916666666666666,1632.9166666666667,1632.9166666666667,8981.041666666666,0
216.51528,24,1.0,425.1810985282292,424.55201101681246,329.078633408263,8,425.1810985282292,66048.41666666667,0.2770080858837029,900.4166666666666,899.9166666666666,0.5,1799.8333333333333,1799.8333333333333,9899.083333333334,0
